ID,AreaType,RegionName,NVotes,Leave,Postals,Residents,Households,MeanAge,AdultMeanAge,Age_0to4,Age_5to7,Age_8to9,Age_10to14,Age_15,Age_16to17,Age_18to19,Age_20to24,Age_25to29,Age_30to44,Age_45to59,Age_60to64,Age_65to74,Age_75to84,Age_85to89,Age_90plus,White,Black,Asian,Indian,Pakistani,Owned,OwnedOutright,SocialRent,PrivateRent,NoQuals,L1Quals,L4Quals_plus,Students,Unemp,UnempRate_EA,HigherOccup,RoutineOccupOrLTU,Density,Deprived,MultiDepriv,C1C2DE,C2DE,DE
834,E08,West Midlands,6714,-1,P,14272,6190,38.7,47.3,6.4,3.6,2.5,6,1.3,2.3,2.6,6,7.1,21.8,19.6,4.7,8.3,5.9,1.2,0.6,79.4,6.6,13,6.7,4,59.6,22.2,25.4,12.5,30.8,14.4,19.1,4.1,6.6,9.6,26.7,52.5,41,65.9,34.5,83.8,56.5,30.6
835,E08,West Midlands,8052,-1,P,13588,5377,42.8,51.7,4.1,2.9,2.2,7,1.7,3.3,2.4,4.9,3.7,16,25.2,7.1,9.8,7,1.8,0.9,86.1,1.3,11.1,6.1,2.4,88.6,38.1,1.2,9.4,10.6,9.9,45.3,4,2.5,3.5,56.8,17.3,20.1,39.6,10.1,49.3,17.8,7.7
836,E08,West Midlands,7068,-1,P,11553,4887,43.6,52.1,4.8,3.2,2.1,5.9,1.2,2.4,1.9,4.6,4.6,18.8,20.2,7.1,12.7,7.9,1.7,0.7,97.2,1.1,1.6,0.6,0.3,78.2,33.2,13.3,7.5,31.9,13.6,18,2.4,4.3,6.4,28,46.7,28,61.5,29.4,82.3,53.1,23.5
837,E08,West Midlands,6123,-1,P,11282,4983,43.6,51.5,4.7,2.8,1.9,5.6,1.3,2.5,2.3,5.7,5.4,18.5,19.1,5.9,12,10.4,1.4,0.5,92,3.2,3.9,2.7,0.1,70.2,30.4,23.2,5.4,38.8,14.3,12.6,2.7,5.7,8.7,19.8,58.4,51.1,70.3,37.8,90,66,34.6
838,E07,West Midlands,4247,-1,P,8180,3212,38,47.6,7.3,3.4,2.6,6.9,1.6,2.8,2.7,5.7,5.7,21.3,19.2,6.7,7.1,4.8,1.4,0.7,87.5,1,11,3.5,3.8,66.9,24.1,19.7,11.7,27.6,14.8,20.5,3.9,4.9,6.7,28.1,50.9,30.7,59,26.3,85.9,59.4,33.5
839,E08,West Midlands,11016,-1,P,25864,9912,36.4,46.8,7.8,4.5,2.8,7.5,1.5,2.9,2.9,6.8,6.8,19.6,17.5,4.7,7.2,5.2,1.4,0.8,68,9.4,21.1,2.2,14.1,62,21.6,23.1,13.4,35.6,15.2,15.1,4.6,7.7,11.8,20.3,57.3,56.4,70.9,37.7,89.7,63,38.4
840,E07,West Midlands,2184,-1,P,4762,1946,40.4,48.7,5.3,3.6,2,6.2,1.1,2.7,2.6,6,5.4,19,23.8,6.5,9.2,5.2,1,0.4,97.6,0.8,1.5,0.9,0,74,29,19.2,6,24.2,15.2,22.6,3,4.3,5.9,32.8,42.4,24.6,55.7,22.2,79.2,49.1,22.2
841,E08,West Midlands,6090,-1,P,11458,4865,40.1,48.7,6.3,3.5,2.1,5.9,1.3,2.3,2.6,6.4,5.9,20.3,19.3,5.8,9.8,6.4,1.6,0.5,79.3,5.4,13.4,9.9,0.3,67.8,28.4,20.5,10.2,35.1,15,14,3.2,6.7,10,20.4,57.9,29.7,69.2,35.6,89.8,64.7,35.3
842,E08,West Midlands,7014,-1,P,13497,5402,39.3,48.8,6.9,4.2,2.5,5.9,1.3,2.4,2.4,5.4,6.7,20.7,17.7,5.8,9.6,6.2,1.7,0.5,93.1,2.5,3.8,0.8,2.2,66.8,26.6,22.2,9,37.6,15.5,12.1,2.8,5.5,8.1,19.8,58.2,43.9,67.8,35,89.1,65.3,32.2
843,E08,West Midlands,6331,-1,P,15151,6472,36.4,44,6.6,3.5,2.1,5.4,1.1,2.7,4.1,9.9,8.9,20.8,17.1,4.7,6.9,4.6,1.2,0.6,57.4,9.5,30.9,7.8,12.1,51.9,22.7,27.2,18.9,25.9,13.4,24.1,8.9,9.2,14.3,28.5,52.7,25.6,67.7,34.3,80.7,55.3,37.4
844,E08,West Midlands,13170,-1,P,25776,11056,37,44.4,6.2,3.2,2.1,5.4,1.2,2.3,2.3,7.1,10.5,24.8,18.3,4.8,5.9,4.2,1.1,0.7,61.4,8.1,26.9,6.2,15.1,61.1,26.3,13.4,23.7,17.6,9,46.3,6.1,6.3,8.8,48.2,32.5,45.3,54.1,25,62.4,32.7,20.7
845,E08,West Midlands,7492,-1,P,12129,5059,43.9,52,4.5,3.1,1.8,5.4,1.2,2.9,2.3,5.2,5,17.5,21.4,6.8,10.6,8.6,2.5,1.2,89.9,1.3,7.6,4.2,1.4,82.9,35.6,7.2,9,21.7,12.8,27.9,3.2,3.1,4.3,39.5,32.4,32.1,52.5,20.4,71.4,38.2,17
846,E08,West Midlands,5965,-1,P,12294,5067,39.9,49.1,6.2,3.6,2.3,6.8,1.1,2.6,2.6,5.9,6.4,20,18.2,5.5,9.3,7.1,1.6,0.8,74.6,7.3,16.5,12.5,0.6,66.7,28.6,22.9,8.9,35.1,14.7,14.5,3.5,7.3,10.9,20.5,58.3,40.5,68.6,35.6,89.7,66.1,35.8
847,E07,West Midlands,3198,-1,P,5540,2236,34.3,43.1,7.8,4.4,2.9,6.4,1.2,2.5,2.1,5,7.3,28.5,21.1,4,4.6,1.8,0.3,0,94.7,1,3.9,1.1,0.4,77.4,16.2,4.3,17.8,9.7,14.2,37.6,2.8,2.7,3.2,48.1,26.3,22.8,33.7,8.4,66.2,30.2,12.3
848,E09,London,11267,-1,P,15972,6135,41.1,50.6,5,3.7,2.6,7.3,1.5,2.9,2.2,5.3,4.3,17.8,22.3,7.2,8.9,6.1,1.8,1,91.7,3,4,1.3,0.2,89.1,33.7,2.9,7.4,15.7,14.3,31.8,3.4,2.9,4,44.4,22.3,15.1,46.7,13.8,67.1,30.1,11.7
849,E09,London,5079,-1,NP,15491,6292,34.9,42.4,7.2,3.7,2.2,5.4,1.2,2.1,1.9,7.6,11.3,27.6,16.6,3.7,4.9,3.1,1,0.5,60,13.2,16.5,3.3,1.9,41,15.7,19.7,37,14.3,8.3,40.4,8.1,5,6.9,40.8,34.6,89.5,63.7,27.8,73.5,39.7,22.1
850,E09,London,9150,-1,P,16896,7445,37.9,46.1,7.7,3.5,2.2,4.9,1.1,2,1.7,5.3,8.3,26.7,17.9,4.9,6.8,5.1,1.3,0.7,81.5,7,8.7,3.2,0.4,68.5,23.4,7.9,22,13.1,11.5,41,3.3,3.7,4.8,50.3,22.9,46.7,47.8,16.5,63.9,26.6,12.8
851,E09,London,5216,-1,NP,15606,5837,31.3,40.6,10.3,4.6,2.5,6.4,1.2,3.2,2.8,6.4,10,27.8,15.5,3.1,3.8,2,0.4,0.1,64.5,10.9,21.4,10.2,2.8,44.7,9.3,28.9,21,20.5,16.8,25,4.9,4.8,6.4,28.9,46.1,50.3,64.1,27,82.4,52.4,26.3
852,E09,London,5513,-1,NP,18784,7094,33.3,40.1,7.1,3.6,2,5.4,1.1,2.1,2.1,10,13.8,27,14.5,3,4.4,2.8,0.7,0.3,49.9,18.5,18.4,5.1,2.9,33.4,14.4,21.3,39.5,15,8.9,38.3,11.2,5.6,7.7,37.6,38.4,45.1,69.8,30.8,74.5,41.7,24.6
853,E09,London,5981,-1,P,16331,5837,33.4,43.4,8.7,4.4,3.2,7.5,1.6,3.1,2.9,7.7,7.6,22.1,18,3.8,5.5,3,0.6,0.2,45.7,30,15.1,4.1,0.7,48.8,16.5,19.6,29.4,27.2,14.5,21.4,8.1,7.2,11.2,23.5,51.7,93.2,72.3,37.2,88.4,59.7,37.5
854,E09,London,5080,-1,P,11527,4004,31.5,43.9,10.4,6,3.9,8.9,1.9,3.6,3.4,7.4,6,19.6,15.7,3.1,5.5,3.7,0.6,0.2,65.6,27.6,4.7,0.7,0.9,30.6,9.4,62.6,5.7,34.4,17.7,12.5,6.1,8.4,13,17.8,60.3,79.6,76.1,40,93.1,68.5,41.5
855,E09,London,7365,-1,P,12929,6100,39,45.9,6.6,3,1.7,4.1,0.9,1.6,1.7,5.3,8.7,29.6,17.1,4.7,7.4,4.8,1.8,1.1,83.1,7.2,7.3,2.1,0.3,54.2,22.1,19.3,24.5,12.1,6.2,57.5,5.1,3.6,4.8,62.5,19.2,62,47.7,18.1,49.9,19.2,10.8
856,E09,London,5135,-1,P,12540,5154,36.3,44.9,6.6,3.9,2.5,6.9,1.3,2.2,1.7,5.2,9,26.2,19.2,4.2,5.6,3.3,1.3,0.8,79.9,6.8,9,2.3,0.5,58.8,22.3,10.4,28.8,9.2,6.4,58.4,4.8,3.9,5.1,59.6,18.8,64.5,47.3,16.7,51.6,20.1,11.6
857,E09,London,8279,-1,P,15246,5594,34.6,44,8.7,4.3,2.6,6.4,1.5,2.7,2.5,6.4,7.8,25.6,16.7,4.2,5.6,3.6,0.9,0.5,48.3,17.3,28.2,8.4,3.1,50.2,15.8,23.8,23.1,21.5,13.6,25.7,6.3,5.6,8,26.6,46.9,56.8,68.4,31.4,85.3,57.1,28.6
858,E09,London,6336,-1,P,11844,4621,36.2,45,7.3,4.4,2.5,6.2,1.3,2.4,1.9,4.3,7.6,26.8,20.4,5.2,6.1,2.8,0.7,0.4,79.5,7.9,8.2,2.1,0.5,68.6,25.3,8.3,22.3,8,6.6,58.5,5.1,3.9,5.1,61.4,17.7,46.4,43.7,14.8,53.7,18.8,9.8
859,E09,London,5393,-1,NP,14774,4884,35.9,44.1,7.2,3.7,2.4,5.7,1.3,2.4,2.1,7.1,10,24,18,4.8,6.4,3.8,0.8,0.4,43.6,13,37.8,17.4,5.4,62.6,22.2,7.7,27.8,16.9,11.5,30.1,6.5,4.8,6.6,29.3,40.8,46.7,63.7,26.7,82,53.6,26.5
860,E09,London,5902,-1,P,17446,6248,32.8,42.8,9.1,5,2.9,7.4,1.4,3.1,2.8,7.8,8.7,22.3,16.8,3.5,5,3.2,0.6,0.3,42,32.9,15,3.8,0.9,42.3,13.8,29.2,26.3,28.3,13.7,21.5,8.8,7.4,11.5,22.2,54.3,67.6,75.5,38.3,89,61.5,40.1
861,E09,London,4840,-1,P,9524,3666,38.4,46.7,6.6,4,2.2,5.7,1.1,2.1,1.7,5.5,8.2,24.8,18.1,5.5,7.6,5.1,1.2,0.7,70.8,3.6,21.9,4.7,5.4,71,29.9,3.2,24.6,11.5,7.4,50.1,5.6,3.3,4.5,54.7,20.7,53.8,46.2,16,55.6,24.4,11.9
862,E09,London,5263,-1,P,10068,4134,41.9,50.5,5.5,3.4,2.2,5.8,1.2,2.4,1.8,4.8,6.1,20.3,19.7,7,9.6,7.1,2,1.1,62,6.2,28.9,17.3,2.8,69.4,30.9,13.6,15.7,14.7,8.7,44.3,4.4,3.6,5.2,51,23.5,31.6,51.5,19.2,56.2,28.1,16
863,E09,London,7276,-1,P,13981,5487,40.5,48.8,5.8,3.2,1.9,5.7,1.3,2.7,2,5.9,6.8,20.5,20.6,6.1,8.5,6.1,1.6,1.1,73.2,10.9,10.8,3.7,1.3,78.5,31.4,5.1,15.5,20.4,12.1,32.6,4.6,4,5.6,41.5,28.4,56.7,54.5,22.1,70.2,36.1,17.4
864,E09,London,6533,-1,P,13009,5118,43,51.3,5,3.1,2,5.9,1.1,2.6,2.3,6,4.7,17.1,21.8,7.5,10.1,7.8,2.1,0.9,91.3,3.4,4.5,2.1,0.7,88.7,36.1,4.4,6.4,25.7,17,19.9,2.8,3.2,4.5,33,30.9,33.8,57.8,21.4,78.5,41.7,16.2
865,E09,London,4000,-1,NP,11611,4238,37,45.5,7.3,3.6,2,5.8,1.3,2.9,2.7,7,8.2,23,18.1,4.6,6.8,4.7,1.3,0.7,61.1,7.5,27.8,11.1,4.8,58.6,17.9,20.2,18.7,26.1,15.6,21.1,5.7,4.2,5.9,24,49.5,35.2,68.4,30.9,88.2,58.8,30
866,E09,London,6561,-1,P,13852,6210,33.8,38.7,5.5,2.8,1.7,3.8,0.7,1.1,1.1,9.8,19.7,29.6,14,2.7,4.1,2.3,0.7,0.3,70.7,19.9,6.1,1.1,0.2,32.4,11.7,29.4,35.8,10.9,6.1,59.7,5.3,4.6,5.6,60.3,23,126.9,53.6,21.4,53.1,23.5,14.4
867,E09,London,6552,-1,P,14824,6086,34.1,43.1,8.7,4.4,2.7,6.3,1.1,2.3,2.1,6.2,8.4,28.1,17.2,3.4,4.8,2.9,0.8,0.6,52.3,36,7.3,1.8,1.2,43.1,12.1,30.1,25.4,15.9,11,38.2,6.2,7.4,10,40.2,36.4,103.3,61.2,27.8,74,40.9,23.4
868,E09,London,7108,-1,P,13698,5887,34.4,42.5,9,4,2,5.1,1,1.8,1.7,5.8,10.2,30.2,16.6,3.8,4.9,2.8,0.8,0.3,63.7,24.7,7.2,1.9,0.7,42.8,13.7,26.6,29.1,12.7,8.1,50.3,5.9,5.8,7.5,50.9,28.6,92.8,53.8,23.1,63.3,30.3,17.7
869,E09,London,6400,-1,P,12313,4985,42.5,50.5,4.3,3,1.9,6,1.4,3,2.3,6.1,5.2,17.8,22.4,6.9,9.9,7.3,1.9,0.6,92.7,2.8,3.8,1.7,0.2,87.1,36.4,4.9,7.4,25.3,16.8,17.9,2.8,3.4,4.8,31.4,34.2,51.3,57.9,21.9,80.7,45.3,19.6
870,E09,London,4163,-1,P,12034,3650,35.7,44.3,6.8,4,2.5,6.5,1.3,2.7,2.3,8,9.4,21.8,18.6,4.3,6.4,3.9,0.7,0.6,25,7.7,63.9,43.2,3.4,65.1,25.7,4.1,29.3,20.8,11.7,30.5,7.7,4.7,6.8,29.5,39.8,76.5,64.7,28.1,79.3,51.2,25.6
871,E09,London,7404,-1,P,14090,4189,35.5,43.8,6.5,4,2.4,6.4,1.4,2.9,2.8,8.3,9,23,18.3,4.4,5.3,3.9,1,0.5,22,16.8,53.9,31.4,8.6,45.7,19.7,31.8,18.7,21.8,13,26.7,8.7,7.5,11.8,25.4,52.4,38.1,74.5,41.4,85.6,58.1,36
872,E09,London,5615,-1,NP,14087,6210,37.6,43.4,5.3,2.6,1.7,4.2,0.8,1.8,1.4,7,13.3,29,16.6,4.4,5.9,3.8,1.4,0.9,69.5,6,18.5,7.1,1.4,46,21.2,9.1,42.1,7.3,5.1,57.7,6.1,4,5.3,58.6,20.3,77.9,53.7,17.7,51.9,22.1,10.9
873,E09,London,5238,-1,P,11311,4932,36.6,44.6,6.6,3.7,2.3,5.7,1.3,2.4,2.1,6.5,9.7,25.3,17.8,4.4,6.5,4,1.2,0.5,69.9,11.2,13.4,1.3,0.3,32.5,14.6,44.9,20.6,17.8,8.8,45.6,7.5,5.6,8.2,48,33.4,168,65.7,34.4,64.8,34.1,23.7
874,E09,London,6084,-1,P,12027,4600,43.2,51.2,4.1,2.9,2,6,1.3,2.9,2.6,6.2,5,16.1,22,7.6,10.9,8.1,1.7,0.6,82.3,3.8,12.6,7.1,2,91.1,38.5,2.7,5.5,23.1,15.7,24.3,3.6,2.6,3.7,38.4,26.5,26.6,54.2,19.5,69.9,34,13.2
875,E09,London,6499,-1,P,12881,4531,33.9,43.6,8,4.5,2.8,7.3,1.7,3,2.4,6.9,8.1,24.3,17.1,4,5.1,3.4,0.9,0.4,33.7,15.6,46.9,18.6,3.5,46.5,14.8,24.9,26.3,19.2,13.3,29.2,7.4,5.7,8.4,30.9,43.7,87.7,68.1,31.6,79.2,50.2,30.9
876,E09,London,10270,-1,P,15456,8138,41,46.9,5.8,2.3,1.3,3,0.7,1.6,1.1,4.9,10.4,28.5,17.8,5.7,7.8,6.2,1.9,1,82.6,7.4,7.5,2.7,0.3,61.2,25.4,9.9,27.1,12.1,10.8,45,2.5,3.6,4.6,54.6,18.6,48.2,44.7,14.6,61.1,22.1,10.2
877,E09,London,5921,-1,P,14838,6454,33.5,39.9,6.4,3.4,2.4,5.2,1,1.9,1.8,9,13.5,29,16.8,2.8,3.7,2.6,0.4,0.2,55.7,32.2,6.7,0.9,0.4,24.1,8.1,45.5,28.2,16.2,8.9,41,8.6,7.1,9.2,40,40.5,175.1,67.9,31.1,73.2,43.6,28.1
878,E09,London,8339,-1,P,16839,6804,37.3,47.8,7.5,4.3,2.8,7.6,1.4,3.1,2.5,6.1,5.7,20.4,18.7,5,7.3,4.8,1.9,0.9,86.1,8.3,4.3,1,0.2,59.3,19.4,32.5,6.3,28.5,17.5,18.7,3.7,5.4,7.9,27.9,43.3,43.9,65.6,32.1,82.5,52.1,26.6
879,E09,London,5885,-1,P,14186,5576,33.1,40.2,8.4,3.8,2,4.5,0.8,1.9,1.8,7,15.7,29.1,14.5,2.9,4,2.6,0.7,0.3,49.3,16.9,26.6,3.1,13.8,46.7,14.5,17,34.5,18.3,10,35.7,9,5.5,7.5,33.9,40.5,47.5,65.7,29.8,78.4,47.2,27.7
880,E09,London,7239,-1,P,12762,5276,41.3,49.5,6.1,3.1,1.8,5.4,1.2,2.4,1.8,6,6.5,20.4,20.4,6,9,6.5,2.1,1.3,80.4,6.4,8.9,3.2,0.8,78.9,34.3,3,16.9,16.1,10.6,39.1,4.6,3.5,4.8,47.2,23.2,39.9,50.2,17.4,61.3,28.5,12.7
881,E09,London,5211,-1,P,13693,4884,32.6,41.2,8.9,4.6,2.7,5.8,1.2,2.4,2.2,8,10.9,27.1,15.3,3.1,4.4,2.5,0.5,0.3,41.8,19.5,32.2,4.8,18.1,41.6,14.4,22.4,33.5,20.8,11.5,30.9,9,5.7,8.4,28.3,45.3,96.6,67.8,33,82.1,54.4,32.2
882,E09,London,7623,-1,P,15093,7004,33.4,38.7,6,2.7,1.9,3.8,0.8,1.8,1.9,8.2,18.3,31,14.2,2.8,3.9,2.1,0.5,0.2,67.9,15.9,10.9,1.5,0.6,30.5,11.3,33.5,32.6,12.6,6.5,56.3,7.6,4.8,6.2,56.9,26.1,143,61.9,23.8,57.7,26.9,17.8
883,E09,London,7030,-1,P,14968,6297,33.9,41,8.3,3.2,2.1,4.9,0.9,1.7,1.5,7.4,12.8,30.6,15.2,3.1,4,3,0.8,0.4,56.9,28.9,9.9,2.2,1.8,38.8,11.9,20.8,37.6,13.9,8.9,42.6,6.3,5.8,7.4,42.9,33,105.8,57.9,24.3,72.2,39.6,21.3
884,E09,London,7215,-1,P,16268,5977,34.5,43.9,8.4,4.2,2.4,6.7,1.4,3.2,2.4,7.1,8.1,22.6,19.9,3.8,5.4,3.4,0.7,0.3,26.5,40.2,29.3,11.1,7.1,56.8,18.1,11.1,29.7,17.9,13.7,29.4,8.6,6.3,8.8,30.4,42.2,115.4,65.5,28.1,83.2,47.4,26.1
885,E09,London,5809,-1,P,12969,5300,40.2,49.2,6.5,3.7,2,5.9,1.3,2.5,2.3,6,6.1,19.8,19.4,6.3,8.9,6.8,1.8,0.7,88.5,5.7,4.7,1.8,0.6,78.9,28.5,10.3,9.7,29.6,17.5,16.3,3.1,4.3,6.1,27.2,40.3,43.7,62.7,26.5,84.4,51.7,22.6
886,E09,London,5840,-1,P,13954,6143,34.3,39.6,5.6,2.6,1.8,4.4,0.9,1.7,2.6,12.9,14.9,25.7,14.7,3.3,5,3.1,0.7,0.2,65.3,16.2,13.3,1.4,0.7,22.3,8.2,45.4,29.6,21,9.6,39.1,12.8,5.5,8.4,42,38.4,125.7,70.7,33.5,69.8,35,23.6
887,E09,London,4412,-1,NP,11393,4877,37.3,44.9,6.7,4,2.2,4.8,0.7,2,1.5,5.4,9.5,27.2,19.9,4.9,6.3,3.4,1,0.6,81.2,5.9,8.7,2.6,0.7,56.5,24.4,14.9,27,9.3,6.3,55.7,5.3,3.6,4.7,60.3,18.7,57.5,44.7,15.6,52.5,18.9,9.7
888,E09,London,7239,-1,P,13708,5468,42.6,51.6,6.4,3.4,2,5.4,1.1,2.6,1.9,4.7,3.9,19.3,21.5,7,11.3,7.2,1.6,0.8,90.8,2.1,6.1,2.4,0.2,89.7,38.1,2.2,7.1,15.2,13,36,2.8,2.5,3.6,50.1,20.2,32.6,44,13.3,59.4,23.8,10.5
889,E09,London,7088,-1,P,18247,6771,32.2,40.6,9.3,4.5,2.3,5.7,1.2,2.5,2.4,8.5,10.5,27.3,15.7,3.1,3.8,2.1,0.6,0.5,45,30.7,20.6,5.5,2.3,29.7,8.8,37.4,30,21.4,13,28.6,10.1,8.4,11.9,25.7,52.3,120.9,69.3,34.2,84.7,56.4,31.6
890,E09,London,6161,-1,P,12075,5670,35.9,41.6,5.7,2.7,1.8,4.4,0.9,1.5,2.5,9,13.3,27.9,15.8,3.8,6,3.4,0.8,0.5,69.4,14.5,10.3,1.8,0.6,29.7,10.3,41.3,26.5,16.8,8,46.9,10.8,5.7,8,47.8,32.1,120.5,63.9,30.6,68.6,32.1,20.7
891,E09,London,5352,-1,P,11975,5115,34.3,40.1,5.9,2.6,1.8,4.9,1,1.7,4.4,11.6,12.8,24.9,15.6,3.7,5.3,2.9,0.6,0.3,68.1,12.9,14,1.6,0.5,30.2,12.7,41.2,27.1,13.9,7.5,48.1,15.8,4.8,7.1,50.1,29.7,162.1,64.6,30.4,66.6,31.2,21.3
892,E09,London,4598,-1,NP,12027,4913,35.1,43.6,8.2,3.7,2.4,5.6,1.4,2.3,2.1,6.2,8.7,27.8,17.5,4.4,5,3.4,0.9,0.5,65.2,12.1,17.9,6.4,2.8,41.4,11.7,37.1,18.7,19.9,11.7,33.8,6.2,4.9,6.7,38.1,38.3,62.7,59.8,27.6,76.3,44.1,24.4
893,E09,London,5909,-1,P,9128,3454,39.1,47.5,6.2,3.7,2.3,5.9,1.1,2.5,2.4,5.5,6.6,22.7,19.9,6,7.9,5.1,1.5,0.7,78.1,5.9,14,2.4,3.1,82.9,27.9,4,11.9,20.9,15.3,24.5,4.4,3.2,4.2,34.7,34.3,51.8,55.6,20,79.1,44.1,17.6
894,E09,London,8003,-1,P,14968,6064,38.7,47.5,7.1,3.7,2.2,5.8,1.3,2.3,2.1,5.3,6.7,22.9,20.2,5.4,7.5,5.4,1.3,0.7,82,7.9,6.3,1.9,0.1,76,27.5,5.6,16.9,17.4,14.4,33,3.7,4.2,5.6,42.4,27.9,68.7,51,20.8,71.1,34.5,15.9
895,E09,London,5943,-1,P,11682,5262,35.5,42,6.9,3.4,1.9,4.1,0.8,1.6,1.7,7.1,13.2,29.5,16.3,3.8,5.2,3.2,0.9,0.5,76.5,12,7.1,1.3,0.2,43.1,18,29.1,26.2,13.4,6.1,58.8,6.4,4.6,6,60.8,22.7,119.4,53.9,23.3,53.9,22.4,15.3
896,E09,London,4646,-1,P,13782,5820,34.7,41.6,6.7,3.4,2.1,5.3,1.2,1.9,2.1,7.9,11.9,28.7,16.1,3.6,5.1,3.1,0.7,0.4,60.2,20.4,12.9,3.9,0.9,34.7,12,28.3,33.8,17.3,9.4,37.3,7.8,6.6,9,37.1,37.5,102.2,67.5,33.5,76.1,45,25.8
897,E09,London,5511,-1,P,12252,5562,35,40.4,5.3,2.9,1.6,4.3,0.8,1.7,2.9,10.4,14.9,27,14.8,3.9,5.2,3.2,0.7,0.4,71.1,11.8,12.9,2.4,0.5,31.1,13.7,39,27.7,16.3,7.4,51.5,11.3,4.9,6.9,56.5,26,151.5,59.4,25.8,55.7,27.2,18.6
898,E09,London,5394,-1,P,12036,4961,37.4,44.6,7.1,3.3,1.9,4.9,0.6,1.4,3.4,6.4,9.3,27.3,15.8,4.5,7.1,4.7,1.4,0.8,74.2,3.8,16,4.1,0.9,49.7,29,7.5,40.4,6.1,3.9,61.4,10.9,2.7,3.8,67.4,13.7,80.5,45.1,13.1,39.4,11.7,7.4
899,E09,London,7125,-1,P,17572,6384,30.2,39.7,10.4,5.4,2.7,7.1,1.4,2.6,2.9,9,9.5,26.3,14.2,2.8,3.4,1.9,0.3,0.2,42.4,36.4,17.6,4,1.3,22,6.1,48.3,27,21.8,13.4,26.7,12.2,8.5,12.4,25.9,52,68.8,72.4,35.9,88.1,57.8,36.4
900,E09,London,5643,-1,P,11807,5229,35,40.9,6,2.6,1.8,4.9,0.9,1.7,1.5,5.4,14.4,32.6,17.1,4,4,2.1,0.5,0.2,74.1,13.9,6.8,1.2,0.3,45,14.2,22.9,30.5,10.1,5.9,60.5,5.9,4.7,5.9,59.5,21.1,110.6,52.6,21.4,58,23.4,14.8
901,E09,London,7281,-1,P,14322,6125,34.5,41.3,7.1,3.4,2.2,4.8,0.9,1.8,1.3,7.1,12.9,30.9,16.4,3,4.3,2.9,0.8,0.4,62.1,25.9,7.2,1.4,1.3,40.5,12,24,33.8,13.5,8.1,46.4,5.6,5.8,7.4,46.3,31.2,115.4,58,25,67.3,35.4,20.1
902,E09,London,6557,-1,P,15127,5406,32,40.5,8.2,4.2,2.6,7.2,1.4,2.7,3.6,11.4,8.6,23.5,15.6,3.2,4.5,2.6,0.5,0.2,42.6,36.6,12.7,2.8,1.2,25.9,8.5,37.1,33.8,24.7,12,23.1,14.7,7.5,11.9,22.3,54.4,81.2,76,40.7,89.8,56.3,37.9
903,E09,London,7454,-1,P,18162,7493,33,42.6,9.6,4.6,2.6,6.3,1.4,3,2.7,6.7,8.9,25.5,16.8,3.3,4.4,3.1,0.8,0.4,34.4,40.3,20.6,6.9,3.9,39.5,10,27.2,29.9,18.9,15.2,28.4,8.2,7.2,10.2,30.6,44.8,81.8,69.3,31.7,83.9,49.3,29.4
904,E09,London,7473,-1,P,16953,7584,35.4,42.8,8,3.4,1.7,4.7,1,2.2,1.8,6.5,10.9,29.2,17.2,3.9,5.1,3.2,1,0.4,56.4,20.2,19.6,7.9,2.2,51.6,15.5,12.3,34.2,15.3,11.7,38,5,5.4,7.1,42.9,32,109,57.4,24.1,71.2,35.3,18.9
905,E09,London,6327,-1,P,16537,6351,32.1,42.6,9.9,5,3.1,7.5,1.7,3.1,2.6,6.7,8.2,23.6,17,3.3,4.7,2.8,0.5,0.2,54.9,29.6,8.2,2,0.6,48.5,12.9,24.2,24.2,26.5,14.9,23.5,6.8,7.8,11.5,26.2,50.3,52.2,69.2,32.6,84.9,55.8,35.3
906,E09,London,5803,-1,P,14145,5087,33.1,42.2,9.5,4.7,2.5,6.2,1.3,2.3,2.1,7.8,8.6,26.4,17.1,3.6,4.1,2.7,0.7,0.5,51.5,22.5,20.1,2.1,9.4,55.7,14.5,14.9,27.9,18.7,12.7,29.3,7.9,5.7,7.9,32.5,39.4,78.8,61.3,27.5,81.5,49.7,27.5
907,E09,London,5585,-1,P,11384,4470,38.6,47.5,6.6,3.8,2.3,6,1.2,2.8,2.7,6.7,6.5,20.6,20.2,5.2,7.4,5.3,1.7,1,68.8,14.9,11.4,2.4,4,69.9,24.6,14.9,13.3,26.2,16.3,21.6,5.1,5.4,7.7,29.8,39.6,56.4,66,29.8,82.6,49.4,24.5
908,E09,London,6585,-1,P,13366,6081,34.2,40.6,7.1,3,1.7,4.9,1,1.7,1.8,8.8,13.7,28.2,16.5,3.6,4.7,2.6,0.5,0.2,64.2,20.8,9.5,1.8,0.4,29.1,9,41.8,27.2,17.3,8.7,45.2,7.3,6.3,8.7,45.3,35.2,161.9,65,32.4,70.9,36.2,23.2
909,E09,London,6817,-1,P,14599,6069,35.4,43.1,8.3,3.8,2,4.6,0.9,1.9,1.6,6.1,10.3,29.6,17.1,4,5.2,3.3,0.8,0.5,65.1,12.9,16.1,5.1,3.1,48.3,15.4,18.6,29.8,15.1,9.3,40.6,5.7,5.2,6.9,42.7,32.3,74.9,58.4,26.1,71,39.3,20.9
